state,yr,qtr,index_nsa,index_sa,Warning
SC,1993,4,108.41,108.22,
SC,1994,1,109.06,108.94,
SC,1994,2,110.73,110.48,
SC,1994,3,111.17,110.60,
SC,1994,4,111.54,111.43,
SC,1995,1,113.21,113.03,
SC,1995,2,114.25,113.91,
SC,1995,3,115.19,114.65,
SC,1995,4,114.88,114.82,
SC,1996,1,117.28,117.09,
SC,1996,2,118.58,118.16,
SC,1996,3,119.28,118.74,
SC,1996,4,122.14,122.11,
SC,1997,1,122.21,122.05,
SC,1997,2,123.08,122.56,
SC,1997,3,124.08,123.54,
SC,1997,4,125.34,125.31,
SC,1998,1,126.66,126.56,
SC,1998,2,128.61,128.00,
SC,1998,3,130.53,129.94,
SC,1998,4,131.86,131.86,
SC,1999,1,133.20,133.15,
SC,1999,2,136.67,135.96,
SC,1999,3,138.36,137.72,
SC,1999,4,138.98,138.99,
SC,2000,1,140.84,140.83,
SC,2000,2,143.87,143.10,
SC,2000,3,144.48,143.76,
SC,2000,4,144.97,145.04,
SC,2001,1,146.33,146.27,
SC,2001,2,148.41,147.69,
SC,2001,3,149.94,149.16,
SC,2001,4,149.81,149.86,
SC,2002,1,152.28,152.18,
SC,2002,2,152.89,152.24,
SC,2002,3,154.40,153.58,
SC,2002,4,155.71,155.71,
SC,2003,1,155.60,155.46,
SC,2003,2,158.47,157.89,
SC,2003,3,160.18,159.40,
SC,2003,4,160.51,160.32,
SC,2004,1,163.47,163.44,
SC,2004,2,165.49,164.83,
SC,2004,3,169.49,168.75,
SC,2004,4,170.97,170.69,
SC,2005,1,173.19,173.24,
SC,2005,2,177.26,176.43,
SC,2005,3,180.75,180.01,
SC,2005,4,185.92,185.64,
SC,2006,1,188.06,188.20,
SC,2006,2,192.17,191.15,
SC,2006,3,193.54,192.64,
SC,2006,4,197.20,197.10,
SC,2007,1,198.09,198.25,
SC,2007,2,202.30,201.17,
SC,2007,3,201.92,200.83,
SC,2007,4,199.72,199.65,
SC,2008,1,200.21,200.64,
SC,2008,2,199.50,198.35,
SC,2008,3,196.70,195.36,
SC,2008,4,189.60,189.48,
SC,2009,1,192.48,193.27,
SC,2009,2,191.24,190.10,
SC,2009,3,191.59,189.99,
SC,2009,4,186.15,185.98,
SC,2010,1,183.09,184.29,
SC,2010,2,182.73,181.57,
SC,2010,3,179.77,177.93,
SC,2010,4,179.29,179.15,
SC,2011,1,168.90,170.41,
SC,2011,2,170.27,168.98,
SC,2011,3,172.12,170.16,
SC,2011,4,173.38,173.36,
SC,2012,1,167.26,169.00,
SC,2012,2,175.54,173.99,
SC,2012,3,175.46,173.32,
SC,2012,4,172.80,173.07,
SC,2013,1,174.93,176.72,
SC,2013,2,181.70,179.90,
SC,2013,3,184.76,182.49,
SC,2013,4,180.65,181.31,
SC,2014,1,180.80,182.29,
SC,2014,2,187.21,185.40,
SC,2014,3,190.34,188.01,
SC,2014,4,190.02,191.02,
SC,2015,1,194.35,195.52,
SC,2015,2,199.51,197.66,
SC,2015,3,199.78,197.51,
SC,2015,4,203.36,204.46,
SC,2016,1,205.45,206.34,
SC,2016,2,209.50,207.70,
SC,2016,3,212.69,210.51,
SC,2016,4,213.54,214.57,
SC,2017,1,216.10,216.88,
SC,2017,2,221.47,219.64,
SC,2017,3,226.72,224.58,
SC,2017,4,227.15,228.10,
SC,2018,1,231.29,232.13,
SC,2018,2,237.94,235.91,
SC,2018,3,241.57,239.37,
SC,2018,4,242.56,243.54,
SC,2019,1,245.69,246.72,
SC,2019,2,252.47,250.11,
SC,2019,3,254.81,252.52,
SC,2019,4,255.64,256.77,
SC,2020,1,261.28,262.50,
SC,2020,2,268.02,265.25,
SC,2020,3,278.13,275.65,
SC,2020,4,282.47,283.88,
SC,2021,1,293.82,295.22,
SC,2021,2,314.58,311.15,
SC,2021,3,329.37,326.40,
SC,2021,4,343.97,345.86,
SC,2022,1,360.68,362.40,
SC,2022,2,381.44,377.14,
SC,2022,3,390.07,386.54,
SC,2022,4,388.29,390.54,
SD,1991,1,100.00,100.00,
SD,1991,2,103.40,102.58,
SD,1991,3,103.88,103.70,
SD,1991,4,102.87,103.00,
SD,1992,1,107.59,107.61,
SD,1992,2,107.83,107.00,
SD,1992,3,110.34,110.13,
SD,1992,4,111.44,111.57,
SD,1993,1,113.17,113.20,
SD,1993,2,117.00,116.11,
SD,1993,3,117.82,117.54,
SD,1993,4,120.77,120.97,
SD,1994,1,123.52,123.53,
SD,1994,2,125.70,124.74,
SD,1994,3,125.83,125.50,
SD,1994,4,128.30,128.59,
SD,1995,1,126.05,126.02,
SD,1995,2,131.72,130.73,
SD,1995,3,130.26,129.88,
SD,1995,4,132.33,132.67,
SD,1996,1,133.94,133.91,
SD,1996,2,135.39,134.37,
SD,1996,3,138.11,137.66,
SD,1996,4,137.65,138.01,
SD,1997,1,136.97,136.98,
SD,1997,2,141.06,140.01,
SD,1997,3,142.21,141.68,
SD,1997,4,141.92,142.28,
SD,1998,1,145.84,145.96,
SD,1998,2,146.68,145.59,
SD,1998,3,146.02,145.35,
SD,1998,4,145.79,146.19,
SD,1999,1,150.53,150.74,
SD,1999,2,152.40,151.33,
SD,1999,3,153.66,152.73,
SD,1999,4,153.68,154.18,
SD,2000,1,155.48,155.81,
SD,2000,2,159.74,158.61,
SD,2000,3,162.11,160.94,
SD,2000,4,160.28,160.90,
SD,2001,1,162.92,163.34,
SD,2001,2,165.94,164.78,
SD,2001,3,167.83,166.50,
SD,2001,4,168.92,169.57,
SD,2002,1,168.45,169.00,
SD,2002,2,173.89,172.65,
SD,2002,3,173.54,172.13,
SD,2002,4,174.37,174.97,
SD,2003,1,175.39,176.04,
SD,2003,2,179.95,178.73,
SD,2003,3,184.45,182.88,
SD,2003,4,184.18,184.73,
SD,2004,1,185.39,186.17,
SD,2004,2,189.56,188.33,
SD,2004,3,194.60,192.89,
SD,2004,4,193.74,194.24,
SD,2005,1,196.01,196.89,
SD,2005,2,202.69,201.43,
SD,2005,3,202.99,201.18,
SD,2005,4,207.70,208.20,
SD,2006,1,207.29,208.19,
SD,2006,2,212.71,211.49,
SD,2006,3,214.33,212.39,
SD,2006,4,214.40,214.88,
SD,2007,1,215.93,216.85,
SD,2007,2,218.57,217.38,
SD,2007,3,221.30,219.24,
SD,2007,4,220.58,221.09,
SD,2008,1,221.81,222.73,
SD,2008,2,223.50,222.33,
SD,2008,3,224.70,222.61,
SD,2008,4,220.18,220.65,
SD,2009,1,221.30,222.24,
SD,2009,2,223.60,222.40,
SD,2009,3,221.90,219.92,
SD,2009,4,222.65,223.04,
SD,2010,1,221.68,222.64,
SD,2010,2,221.33,220.13,
SD,2010,3,220.62,218.72,
SD,2010,4,216.91,217.21,
SD,2011,1,216.83,217.83,
SD,2011,2,218.79,217.57,
SD,2011,3,221.17,219.28,
SD,2011,4,222.39,222.66,
SD,2012,1,218.30,219.43,
SD,2012,2,224.22,222.87,
SD,2012,3,227.60,225.63,
SD,2012,4,226.30,226.56,
SD,2013,1,227.36,228.69,
SD,2013,2,233.07,231.56,
SD,2013,3,237.63,235.51,
SD,2013,4,237.72,238.01,
SD,2014,1,237.60,239.19,
SD,2014,2,243.77,242.01,
SD,2014,3,244.28,242.07,
SD,2014,4,246.85,247.17,
SD,2015,1,246.74,248.57,
SD,2015,2,252.64,250.66,
SD,2015,3,254.89,252.53,
SD,2015,4,256.10,256.50,
SD,2016,1,260.46,262.53,
SD,2016,2,263.82,261.56,
SD,2016,3,269.74,267.24,
SD,2016,4,268.62,269.15,
SD,2017,1,270.07,272.28,
SD,2017,2,280.81,278.23,
SD,2017,3,282.39,279.74,
SD,2017,4,281.66,282.45,
SD,2018,1,284.95,287.21,
SD,2018,2,293.02,290.23,
SD,2018,3,299.72,296.78,
SD,2018,4,299.34,300.49,
SD,2019,1,300.56,302.87,
SD,2019,2,310.87,307.81,
SD,2019,3,310.83,307.63,
SD,2019,4,311.60,313.12,
SD,2020,1,312.90,315.20,
SD,2020,2,324.85,321.62,
SD,2020,3,334.23,330.66,
SD,2020,4,341.73,343.66,
SD,2021,1,358.50,361.03,
SD,2021,2,376.00,372.24,
SD,2021,3,396.77,392.45,
SD,2021,4,406.76,409.25,
SD,2022,1,424.90,427.78,
SD,2022,2,447.32,442.83,
SD,2022,3,454.21,449.23,
SD,2022,4,447.84,450.76,
TN,1991,1,100.00,100.00,
TN,1991,2,100.57,100.24,
TN,1991,3,100.90,100.33,
TN,1991,4,101.78,101.56,
TN,1992,1,102.47,102.45,
TN,1992,2,102.48,102.15,
TN,1992,3,104.56,103.98,
TN,1992,4,104.72,104.51,
TN,1993,1,104.76,104.73,
TN,1993,2,106.92,106.57,
TN,1993,3,108.59,107.96,
TN,1993,4,109.72,109.55,
TN,1994,1,111.34,111.29,
TN,1994,2,113.18,112.77,
TN,1994,3,115.05,114.41,
TN,1994,4,115.81,115.68,
TN,1995,1,117.94,117.88,
TN,1995,2,119.28,118.77,
TN,1995,3,121.18,120.53,
TN,1995,4,122.79,122.71,
TN,1996,1,123.76,123.68,
TN,1996,2,125.89,125.26,
TN,1996,3,127.59,126.98,
TN,1996,4,127.82,127.75,
TN,1997,1,129.29,129.20,
TN,1997,2,131.19,130.46,
TN,1997,3,131.29,130.73,
TN,1997,4,131.82,131.76,
TN,1998,1,133.34,133.24,
TN,1998,2,135.82,135.01,
TN,1998,3,136.83,136.34,
TN,1998,4,137.82,137.71,
TN,1999,1,139.68,139.57,
TN,1999,2,141.00,140.16,
TN,1999,3,142.29,141.80,
TN,1999,4,143.46,143.33,
TN,2000,1,144.07,143.92,
TN,2000,2,146.16,145.35,
TN,2000,3,146.39,145.89,
TN,2000,4,146.80,146.60,
TN,2001,1,147.76,147.64,
TN,2001,2,149.08,148.30,
TN,2001,3,149.57,148.97,
TN,2001,4,151.06,150.89,
TN,2002,1,151.94,151.84,
TN,2002,2,153.14,152.33,
TN,2002,3,155.23,154.54,
TN,2002,4,155.00,154.86,
TN,2003,1,156.97,156.95,
TN,2003,2,159.38,158.50,
TN,2003,3,160.81,159.99,
TN,2003,4,162.70,162.65,
TN,2004,1,163.42,163.48,
TN,2004,2,167.20,166.15,
TN,2004,3,169.94,169.02,
TN,2004,4,170.72,170.73,
TN,2005,1,174.20,174.44,
TN,2005,2,178.14,176.85,
TN,2005,3,181.29,180.21,
TN,2005,4,184.38,184.52,
TN,2006,1,187.81,188.23,
TN,2006,2,192.69,191.10,
TN,2006,3,194.60,193.39,
TN,2006,4,196.09,196.23,
TN,2007,1,197.88,198.62,
TN,2007,2,202.92,201.02,
TN,2007,3,202.26,200.95,
TN,2007,4,199.85,199.93,
TN,2008,1,197.78,198.89,
TN,2008,2,198.24,196.15,
TN,2008,3,195.52,194.22,
TN,2008,4,190.78,190.66,
TN,2009,1,188.82,190.38,
TN,2009,2,190.17,187.91,
TN,2009,3,188.86,187.52,
TN,2009,4,187.20,186.99,
TN,2010,1,182.53,184.41,
TN,2010,2,186.83,184.41,
TN,2010,3,182.19,180.83,
TN,2010,4,180.24,180.00,
TN,2011,1,175.85,177.96,
TN,2011,2,178.39,175.84,
TN,2011,3,180.77,179.41,
TN,2011,4,178.19,178.04,
TN,2012,1,174.90,177.06,
TN,2012,2,182.62,179.90,
TN,2012,3,183.24,181.82,
TN,2012,4,183.69,183.73,
TN,2013,1,184.64,186.79,
TN,2013,2,192.04,189.16,
TN,2013,3,192.22,190.67,
TN,2013,4,192.11,192.42,
TN,2014,1,192.78,194.70,
TN,2014,2,199.82,196.98,
TN,2014,3,199.90,198.25,
TN,2014,4,200.24,200.72,
TN,2015,1,203.45,205.17,
TN,2015,2,209.30,206.50,
TN,2015,3,211.80,210.10,
TN,2015,4,212.10,212.63,
TN,2016,1,215.35,216.90,
TN,2016,2,222.60,219.88,
TN,2016,3,226.03,224.24,
TN,2016,4,227.52,227.98,
TN,2017,1,230.07,231.57,
TN,2017,2,239.11,236.40,
TN,2017,3,242.58,240.71,
TN,2017,4,245.24,245.63,
TN,2018,1,247.96,249.50,
TN,2018,2,255.88,253.04,
TN,2018,3,260.24,258.30,
TN,2018,4,262.60,263.04,
TN,2019,1,265.77,267.34,
TN,2019,2,274.60,271.47,
TN,2019,3,277.63,275.57,
TN,2019,4,281.27,281.99,
TN,2020,1,286.49,288.08,
TN,2020,2,294.67,291.06,
TN,2020,3,305.59,303.33,
TN,2020,4,314.95,316.22,
TN,2021,1,329.54,331.20,
TN,2021,2,354.34,349.70,
TN,2021,3,373.77,370.93,
TN,2021,4,390.86,393.03,
TN,2022,1,414.03,415.97,
TN,2022,2,438.65,432.53,
TN,2022,3,440.91,437.49,
TN,2022,4,437.12,440.04,
TX,1991,1,100.00,100.00,
TX,1991,2,100.66,100.08,
TX,1991,3,101.05,100.31,
TX,1991,4,100.56,100.10,
TX,1992,1,101.93,101.92,
TX,1992,2,102.24,101.65,
TX,1992,3,103.39,102.62,
TX,1992,4,104.08,103.61,
TX,1993,1,103.92,103.91,
TX,1993,2,105.68,105.07,
TX,1993,3,106.96,106.15,
TX,1993,4,107.83,107.37,
TX,1994,1,108.44,108.43,
TX,1994,2,109.60,108.95,
TX,1994,3,110.26,109.42,
TX,1994,4,110.36,109.93,
TX,1995,1,110.38,110.35,
TX,1995,2,111.49,110.81,
TX,1995,3,112.48,111.61,
TX,1995,4,112.67,112.29,
TX,1996,1,112.93,112.89,
TX,1996,2,114.17,113.43,
TX,1996,3,114.87,113.97,
TX,1996,4,114.55,114.22,
TX,1997,1,114.86,114.80,
TX,1997,2,116.42,115.63,
TX,1997,3,117.19,116.27,
TX,1997,4,117.94,117.65,
TX,1998,1,119.61,119.56,
TX,1998,2,121.85,120.98,
TX,1998,3,124.00,123.03,
TX,1998,4,125.10,124.83,
TX,1999,1,126.68,126.63,
TX,1999,2,129.74,128.77,
TX,1999,3,131.69,130.66,
TX,1999,4,133.32,133.04,
TX,2000,1,135.60,135.58,
TX,2000,2,138.72,137.64,
TX,2000,3,141.17,140.06,
TX,2000,4,142.32,142.04,
TX,2001,1,143.81,143.82,
TX,2001,2,146.66,145.49,
TX,2001,3,147.77,146.59,
TX,2001,4,147.95,147.68,
TX,2002,1,148.76,148.81,
TX,2002,2,151.63,150.37,
TX,2002,3,152.48,151.24,
TX,2002,4,152.81,152.56,
TX,2003,1,153.23,153.29,
TX,2003,2,155.21,153.89,
TX,2003,3,156.13,154.86,
TX,2003,4,156.01,155.78,
TX,2004,1,157.00,157.08,
TX,2004,2,159.96,158.57,
TX,2004,3,161.26,159.93,
TX,2004,4,161.66,161.45,
TX,2005,1,163.29,163.41,
TX,2005,2,167.35,165.86,
TX,2005,3,169.84,168.39,
TX,2005,4,171.26,171.08,
TX,2006,1,173.88,174.09,
TX,2006,2,177.77,176.09,
TX,2006,3,180.29,178.69,
TX,2006,4,182.13,181.98,
TX,2007,1,184.43,184.81,
TX,2007,2,188.24,186.31,
TX,2007,3,189.29,187.51,
TX,2007,4,188.56,188.51,
TX,2008,1,187.38,187.99,
TX,2008,2,189.74,187.55,
TX,2008,3,189.99,188.13,
TX,2008,4,186.01,186.05,
TX,2009,1,185.31,186.13,
TX,2009,2,188.45,186.03,
TX,2009,3,188.05,186.13,
TX,2009,4,187.16,187.34,
TX,2010,1,186.25,187.25,
TX,2010,2,190.14,187.44,
TX,2010,3,188.58,186.68,
TX,2010,4,182.89,183.14,
TX,2011,1,181.66,182.71,
TX,2011,2,186.44,183.66,
TX,2011,3,185.40,183.56,
TX,2011,4,184.94,185.27,
TX,2012,1,186.23,187.29,
TX,2012,2,192.29,189.33,
TX,2012,3,194.81,192.94,
TX,2012,4,195.68,196.08,
TX,2013,1,197.71,198.72,
TX,2013,2,205.28,202.16,
TX,2013,3,206.82,204.83,
TX,2013,4,208.82,209.37,
TX,2014,1,212.69,213.60,
TX,2014,2,218.11,214.84,
TX,2014,3,221.83,219.71,
TX,2014,4,222.42,223.11,
TX,2015,1,226.52,227.28,
TX,2015,2,234.40,230.99,
TX,2015,3,236.80,234.51,
TX,2015,4,237.19,238.08,
TX,2016,1,241.47,242.07,
TX,2016,2,249.62,246.04,
TX,2016,3,253.18,250.80,
TX,2016,4,252.96,254.00,
TX,2017,1,257.74,258.12,
TX,2017,2,268.07,264.35,
TX,2017,3,270.00,267.54,
TX,2017,4,271.08,272.23,
TX,2018,1,276.12,276.31,
TX,2018,2,283.54,279.67,
TX,2018,3,285.30,282.81,
TX,2018,4,284.90,286.16,
TX,2019,1,289.18,289.23,
TX,2019,2,296.25,292.14,
TX,2019,3,298.03,295.46,
TX,2019,4,298.80,300.35,
TX,2020,1,304.42,304.42,
TX,2020,2,310.16,305.57,
TX,2020,3,318.34,315.59,
TX,2020,4,326.62,328.73,
TX,2021,1,341.27,341.25,
TX,2021,2,362.64,356.86,
TX,2021,3,379.40,376.05,
TX,2021,4,390.77,393.84,
TX,2022,1,409.33,409.37,
TX,2022,2,437.47,429.98,
TX,2022,3,433.91,429.99,
TX,2022,4,428.22,432.09,
UT,1991,1,100.00,100.00,
UT,1991,2,101.50,100.68,
UT,1991,3,102.26,101.66,
UT,1991,4,104.23,103.71,
UT,1992,1,106.11,106.13,
UT,1992,2,109.64,108.77,
UT,1992,3,110.53,109.83,
UT,1992,4,114.61,114.09,
UT,1993,1,117.67,117.71,
UT,1993,2,122.72,121.73,
UT,1993,3,128.43,127.54,
UT,1993,4,133.66,133.13,
UT,1994,1,137.79,137.86,
UT,1994,2,145.22,144.04,
UT,1994,3,149.39,148.23,
UT,1994,4,151.95,151.47,
UT,1995,1,154.58,154.69,
UT,1995,2,157.90,156.54,
UT,1995,3,161.89,160.59,
UT,1995,4,163.82,163.42,
UT,1996,1,167.68,167.79,
UT,1996,2,171.84,170.26,
UT,1996,3,174.16,172.79,
UT,1996,4,175.15,174.81,
UT,1997,1,175.41,175.47,
UT,1997,2,179.11,177.37,
UT,1997,3,179.91,178.60,
UT,1997,4,179.90,179.59,
UT,1998,1,181.64,181.62,
UT,1998,2,185.75,183.90,
UT,1998,3,184.89,183.65,
UT,1998,4,186.72,186.44,
UT,1999,1,187.11,186.97,
UT,1999,2,190.05,188.16,
UT,1999,3,189.77,188.59,
UT,1999,4,190.49,190.19,
UT,2000,1,191.24,190.98,
UT,2000,2,193.72,191.88,
UT,2000,3,194.83,193.62,
UT,2000,4,193.83,193.54,
UT,2001,1,195.69,195.31,
UT,2001,2,197.67,195.95,
UT,2001,3,197.18,195.89,
UT,2001,4,197.20,196.85,
UT,2002,1,198.28,197.88,
UT,2002,2,199.53,197.96,
UT,2002,3,200.31,198.89,
UT,2002,4,202.51,202.07,
UT,2003,1,201.35,201.01,
UT,2003,2,205.44,203.94,
UT,2003,3,207.28,205.69,
UT,2003,4,206.62,206.02,
UT,2004,1,209.99,209.86,
UT,2004,2,215.25,213.73,
UT,2004,3,219.31,217.44,
UT,2004,4,223.41,222.72,
UT,2005,1,227.40,227.51,
UT,2005,2,235.55,233.87,
UT,2005,3,246.21,243.85,
UT,2005,4,255.05,254.34,
UT,2006,1,263.55,263.89,
UT,2006,2,276.07,274.10,
UT,2006,3,287.72,284.58,
UT,2006,4,298.12,297.39,
UT,2007,1,306.46,307.27,
UT,2007,2,318.30,315.86,
UT,2007,3,321.44,317.66,
UT,2007,4,314.55,313.72,
UT,2008,1,310.66,312.08,
UT,2008,2,307.31,304.75,
UT,2008,3,299.31,295.37,
UT,2008,4,285.20,284.54,
UT,2009,1,276.64,278.49,
UT,2009,2,270.56,267.92,
UT,2009,3,268.69,264.95,
UT,2009,4,263.62,263.10,
UT,2010,1,254.50,256.63,
UT,2010,2,258.95,256.11,
UT,2010,3,253.65,249.92,
UT,2010,4,248.46,248.19,
UT,2011,1,235.71,237.92,
UT,2011,2,237.90,234.87,
UT,2011,3,241.26,237.80,
UT,2011,4,237.49,237.47,
UT,2012,1,241.63,243.83,
UT,2012,2,254.01,250.50,
UT,2012,3,257.74,254.14,
UT,2012,4,261.68,262.11,
UT,2013,1,266.43,268.45,
UT,2013,2,280.09,275.98,
UT,2013,3,285.86,282.20,
UT,2013,4,282.70,283.52,
UT,2014,1,285.61,287.15,
UT,2014,2,292.97,288.72,
UT,2014,3,294.03,290.51,
UT,2014,4,294.22,295.32,
UT,2015,1,300.35,301.43,
UT,2015,2,308.50,304.01,
UT,2015,3,312.75,309.41,
UT,2015,4,316.35,317.53,
UT,2016,1,322.99,323.79,
UT,2016,2,334.14,329.34,
UT,2016,3,340.34,336.93,
UT,2016,4,341.35,342.68,
UT,2017,1,349.08,349.61,
UT,2017,2,363.89,358.63,
UT,2017,3,371.45,368.04,
UT,2017,4,375.34,376.84,
UT,2018,1,386.53,386.96,
UT,2018,2,402.65,396.59,
UT,2018,3,407.21,403.64,
UT,2018,4,410.60,412.75,
UT,2019,1,418.84,418.93,
UT,2019,2,433.65,426.56,
UT,2019,3,440.52,437.00,
UT,2019,4,444.16,447.34,
UT,2020,1,460.37,459.96,
UT,2020,2,471.21,462.71,
UT,2020,3,489.23,485.63,
UT,2020,4,513.07,518.05,
UT,2021,1,549.81,548.50,
UT,2021,2,602.69,590.86,
UT,2021,3,635.19,630.93,
UT,2021,4,652.86,660.62,
UT,2022,1,696.98,694.63,
UT,2022,2,727.90,712.62,
UT,2022,3,700.02,695.44,
UT,2022,4,678.61,687.96,
VA,1991,1,100.00,100.00,
VA,1991,2,99.94,99.33,
VA,1991,3,99.52,99.03,
VA,1991,4,100.53,99.91,
VA,1992,1,101.12,101.13,
VA,1992,2,100.55,99.94,
VA,1992,3,101.39,100.86,
VA,1992,4,101.67,101.08,
VA,1993,1,100.90,100.91,
VA,1993,2,102.05,101.42,
VA,1993,3,102.33,101.74,
VA,1993,4,102.45,101.93,
VA,1994,1,102.48,102.46,
VA,1994,2,103.88,103.24,
VA,1994,3,104.44,103.78,
VA,1994,4,105.13,104.69,
VA,1995,1,104.55,104.51,
VA,1995,2,105.33,104.65,
VA,1995,3,105.95,105.27,
VA,1995,4,105.38,105.02,
VA,1996,1,106.09,106.00,
VA,1996,2,107.10,106.37,
VA,1996,3,107.56,106.86,
VA,1996,4,107.46,107.18,
VA,1997,1,108.22,108.10,
VA,1997,2,108.95,108.14,
VA,1997,3,109.43,108.72,
VA,1997,4,110.10,109.90,
VA,1998,1,110.17,110.04,
VA,1998,2,112.32,111.44,
VA,1998,3,112.89,112.11,
VA,1998,4,114.12,114.01,
VA,1999,1,116.56,116.48,
VA,1999,2,118.15,117.12,
VA,1999,3,119.85,118.95,
VA,1999,4,121.02,120.99,
VA,2000,1,123.13,123.13,
VA,2000,2,126.90,125.73,
VA,2000,3,129.21,128.13,
VA,2000,4,130.27,130.30,
VA,2001,1,133.94,134.05,
VA,2001,2,138.31,136.97,
VA,2001,3,141.43,140.15,
VA,2001,4,142.48,142.55,
VA,2002,1,145.30,145.49,
VA,2002,2,151.12,149.64,
VA,2002,3,154.37,152.92,
VA,2002,4,156.39,156.46,
VA,2003,1,160.01,160.31,
VA,2003,2,166.54,164.87,
VA,2003,3,171.19,169.62,
VA,2003,4,175.29,175.33,
VA,2004,1,180.30,180.66,
VA,2004,2,188.75,186.80,
VA,2004,3,196.48,194.72,
VA,2004,4,202.37,202.47,
VA,2005,1,209.54,209.90,
VA,2005,2,220.11,217.78,
VA,2005,3,227.98,225.86,
VA,2005,4,232.87,233.26,
VA,2006,1,238.06,238.40,
VA,2006,2,243.69,241.02,
VA,2006,3,244.02,241.58,
VA,2006,4,245.17,245.85,
VA,2007,1,246.75,247.24,
VA,2007,2,250.04,247.05,
VA,2007,3,246.49,243.86,
VA,2007,4,236.77,237.56,
VA,2008,1,233.02,233.89,
VA,2008,2,228.33,225.29,
VA,2008,3,222.66,220.05,
VA,2008,4,209.91,210.68,
VA,2009,1,210.41,211.67,
VA,2009,2,214.54,211.39,
VA,2009,3,214.84,212.09,
VA,2009,4,213.86,214.66,
VA,2010,1,207.85,209.62,
VA,2010,2,214.11,210.64,
VA,2010,3,209.30,206.46,
VA,2010,4,204.00,204.78,
VA,2011,1,199.07,201.16,
VA,2011,2,204.52,200.87,
VA,2011,3,204.94,202.20,
VA,2011,4,199.82,200.54,
VA,2012,1,200.02,202.35,
VA,2012,2,208.27,204.34,
VA,2012,3,208.96,206.22,
VA,2012,4,208.53,209.36,
VA,2013,1,207.18,209.51,
VA,2013,2,218.38,214.19,
VA,2013,3,217.82,215.12,
VA,2013,4,213.17,214.06,
VA,2014,1,213.71,215.92,
VA,2014,2,221.00,216.76,
VA,2014,3,220.46,217.91,
VA,2014,4,220.14,221.10,
VA,2015,1,219.08,221.04,
VA,2015,2,225.88,221.63,
VA,2015,3,225.50,223.13,
VA,2015,4,224.61,225.51,
VA,2016,1,225.97,227.73,
VA,2016,2,234.04,229.77,
VA,2016,3,234.51,232.21,
VA,2016,4,233.31,234.24,
VA,2017,1,234.12,235.61,
VA,2017,2,243.87,239.59,
VA,2017,3,244.24,242.04,
VA,2017,4,243.06,243.95,
VA,2018,1,247.48,248.84,
VA,2018,2,253.84,249.41,
VA,2018,3,254.87,252.72,
VA,2018,4,254.36,255.47,
VA,2019,1,256.30,257.36,
VA,2019,2,265.95,261.25,
VA,2019,3,266.98,265.01,
VA,2019,4,267.96,269.28,
VA,2020,1,274.32,275.17,
VA,2020,2,278.33,273.17,
VA,2020,3,287.52,285.70,
VA,2020,4,296.00,297.78,
VA,2021,1,306.27,306.86,
VA,2021,2,324.01,317.69,
VA,2021,3,331.81,330.06,
VA,2021,4,336.82,339.09,
VA,2022,1,354.15,354.63,
VA,2022,2,371.45,363.86,
VA,2022,3,367.76,366.02,
VA,2022,4,369.37,372.23,
VT,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1991,2,99.89,99.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1991,3,98.51,98.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1991,4,98.44,98.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1992,1,100.04,100.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1992,2,101.09,100.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1992,3,100.38,100.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1992,4,101.21,101.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1993,1,101.32,101.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1993,2,101.57,100.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1993,3,100.64,100.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1993,4,101.81,102.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1994,1,101.84,102.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1994,2,102.51,101.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1994,3,102.68,102.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1994,4,99.56,99.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1995,1,97.72,98.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1995,2,103.39,102.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1995,3,102.52,102.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1995,4,98.34,98.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1996,1,105.02,105.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1996,2,104.23,103.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1996,3,102.31,101.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1996,4,102.18,102.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
